tld,registration,renewal
foundation,41.21,87.98
boats,19.33,47.98
qa,66.69,127.98
uno,28.86,63.98
tools,44.05,95.98
education,32.67,63.98
xn--czr694b,426.38,679.98
energy,125.09,247.98
marketing,44.05,95.98
travel,95.62,199.98
now,57.37,57.37
bayern,54.97,103.98
mn,51.75,103.98
coffee,44.05,95.98
farm,44.05,95.98
expert,72.58,159.98
coach,72.58,159.98
cf,24.35,55.98
software,44.05,95.98
loan,38.34,87.98
international,32.67,63.98
house,44.05,95.98
community,44.05,95.98
cafe,47.85,103.98
video,38.36,87.98
mt,169,287.98
living,4.99,79.98
trade,38.3,71.98
kg,234,399.98
school,44.05,95.98
gt,287.5,503.98
ninja,30.76,63.98
ag,90,175.98
law,131.97,247.98
ventures,72.58,159.98
ve,98,175.98
so,95.05,183.98
fm,96.1,199.98
courses,47.89,103.98
swiss,142.55,263.98
host,124.93,215.98
food,4.99,79.98
bot,100.41,160.66
legal,76.38,159.98
wine,72.58,159.98
fund,72.59,143.98
training,44.05,95.98
cool,44.05,95.98
immo,38.74,87.98
money,44.05,95.98
institute,30.76,63.98
ing,27.44,43.9
land,44.05,95.98
xn--55qx5d,49.83,103.98
dz,292,497.6
party,32.26,71.98
as,95.1,191.98
pet,33.65,55.98
band,32.66,71.98
guide,44.05,95.98
codes,61.12,119.98
cash,44.05,95.98
cx,75,111.98
photos,28.86,63.98
paris,52,95.98
market,47.86,103.98
clinic,72.58,159.98
show,44.05,95.98
tips,34.57,71.98
gay,47.87,103.98
golf,72.58,159.98
cr,220,391.98
press,94.97,191.98
boutique,44.05,95.98
red,26.95,55.98
amsterdam,52.59,111.98
exchange,44.05,95.98
dog,72.58,159.98
nrw,70.26,119.98
ac,86.04,183.98
gallery,28.86,63.98
pub,37.1,87.98
tax,72.58,159.98
partners,72.58,159.98
pa,220,391.98
moe,23.14,47.98
koeln,44.09,103.98
photo,38.38,87.98
eus,8.99,25
bike,44.05,95.98
bw,166.75,319.98
study,38.38,87.98
hamburg,81.24,159.98
xn--io0a7i,49.83,103.98
ci,310,551.98
stream,38.31,87.98
gold,125.09,247.98
directory,28.86,63.98
blue,26.95,55.98
wien,59.34,119.98
feedback,6.37,31.98
sale,44.05,95.98
cards,44.05,95.98
gq,31.36,63.98
mu,100,191.98
delivery,72.58,159.98
bo,380,639.98
christmas,57.4,119.98
ooo,38.33,87.98
realestate,121.25,231.98
watch,44.05,95.98
aero,61,111.98
bzh,19.99,119.98
fitness,44.05,95.98
zip,19.99,47.98
scot,48.41,103.98
day,19.35,39.98
properties,44.05,95.98
tours,61.12,119.98
ml,25.54,55.98
wales,18.83,47.98
music,60,96
vin,72.58,159.98
rentals,44.05,95.98
fashion,38.33,71.98
tm,500,800
kiwi,31.67,63.98
mz,252.18,503.98
direct,44.05,95.98
srl,49.79,103.98
management,28.86,63.98
sn,165,335.98
wedding,38.33,71.98
miami,23.17,55.98
luxe,23.22,55.98
science,38.29,71.98
ad,35,50
vet,47.85,103.98
report,28.86,63.98
build,95.34,167.98
contact,17.46,39.98
style,44.05,95.98
jetzt,30.8,55.98
vegas,76.25,135.98
vision,44.05,95.98
estate,44.05,95.98
engineering,72.58,159.98
xn--90ais,28.6,63.98
reviews,32.66,71.98
rip,30.8,55.98
ug,103.5,183.98
jobs,146.98,279.98
men,38.34,87.98
productions,44.05,95.98
motorcycles,19.33,47.98
ps,119.57,247.98
place,23.14,55.98
rent,85.93,175.98
ms,71.3,127.98
sv,196,343.98
pizza,72.57,143.98
frl,52.59,111.98
enterprises,44.05,95.98
sport,413.77,743.98
gs,46,95.98
hn,90.16,175.98
date,38.34,87.98
gdn,12,31.98
lifestyle,4.99,79.98
eg,355,671.98
construction,44.05,95.98
solar,76.38,159.98
careers,72.58,159.98
rw,689,1071.98
clothing,44.05,95.98
computer,44.05,95.98
bh,511.75,903.98
iq,293.25,551.98
dj,96,183.98
healthcare,72.58,159.98
holdings,72.59,143.98
fans,15.55,39.98
you,29.99,39.99
deals,44.05,95.98
tj,120,207.98
ky,195,335.98
ceo,9.99,183.98
je,84.24,167.98
et,281.75,535.98
dental,76.38,159.98
xn--6qq986b3xl,42.18,95.98
cymru,18.83,47.98
dance,32.66,71.98
haus,44.1,87.98
express,44.05,95.98
repair,44.05,95.98
sucks,253.1,495.98
fo,390,655.98
doctor,125.09,247.98
restaurant,61.12,159.98
om,338,567.98
fan,57.39,119.98
coop,78,167.98
green,100.05,191.98
pictures,19.39,39.98
jm,176,311.98
lawyer,76.38,159.98
camp,72.57,143.98
university,72.58,159.98
tirol,52.78,111.98
game,299,679.98
zm,74.7,143.98
kim,26.95,55.98
download,38.34,87.98
brussels,42.14,103.98
financial,72.58,159.98
supply,28.86,63.98
pm,15,24.99
porn,136.36,239.98
gal,79.76,159.98
ist,23.33,55.98
town,44.05,95.98
diy,4.99,79.98
gl,55.73,119.98
engineer,44.05,95.98
tattoo,57.4,119.98
kitchen,72.58,159.98
shopping,44.06,95.98
villas,81.17,135.98
immobilien,49.8,87.98
sy,715,1103.98
review,38.34,87.98
domains,47.85,103.98
parts,44.05,103.98
inc,2065.23,3423.98
investments,134,263.98
nc,221,353.6
quebec,35.09,71.98
industries,44.05,95.98
film,109.74,215.98
na,6021,10144
locker,148.5,148.5
eco,88.38,183.98
sex,136.36,239.98
taxi,72.58,159.98
sd,253,479.98
pink,26.95,55.98
limited,44.05,95.98
lc,26,55.98
tc,90,183.98
promo,26.95,55.98
coupons,72.59,143.98
mg,117,207.98
college,85.93,175.98
ski,61.14,119.98
markets,19.36,47.98
football,34.6,55.98
insure,72.58,159.98
vote,100.09,183.98
army,51.71,87.98
adult,136.36,239.98
vg,52,95.98
builders,44.05,95.98
black,81.14,159.98
fish,47.85,103.98
ga,25.54,55.98
sydney,69.46,143.98
meme,27.44,43.9
gifts,44.05,95.98
credit,125.09,247.98
auction,44.05,95.98
audio,149.78,303.98
menu,47.84,87.98
pr,1058.85,1751.98
lighting,28.86,63.98
toys,72.58,159.98
graphics,28.86,63.98
property,59.99,303.98
yt,15,39.98
loans,125.09,247.98
mov,19.99,47.98
faith,38.34,87.98
sc,89,167.98
mobile,32.44,32.44
vlaanderen,42.14,95.98
trading,23.17,55.98
gift,21.75,55.98
sr,310.05,567.98
mba,51.71,87.98
kh,219.69,415.98
gh,189.75,415.98
melbourne,69.46,143.98
horse,38.34,71.98
ax,169,287.98
gy,33,63.98
charity,41.21,87.98
istanbul,29.07,63.98
mm,190.64,359.98
vacations,44.05,95.98
jo,455,743.98
ni,590.97,1007.98
attorney,76.38,143.98
schule,38.4,55.98
foo,19.99,47.98
kaufen,41.21,87.98
barcelona,44.8,95.98
racing,38.34,87.98
ngo,28.7,63.98
tf,15,39.98
tg,126.5,247.98
movie,270.91,519.98
boston,19.36,47.98
ruhr,42.1,71.98
dating,72.58,159.98
fail,47.9,87.98
equipment,30.76,63.98
nexus,19.99,47.98
irish,28.89,47.98
sx,30,63.98
salon,72.57,143.98
cg,689,1071.98
reisen,26.99,55.98
luxury,47.87,103.98
gd,52,95.98
taipei,26.97,55.98
kw,800,850
mc,200,343.98
apartments,72.58,159.98
okinawa,14.86,31.98
recipes,72.59,143.98
forsale,44.05,95.98
tt,263.77,422.03
claims,72.59,143.98
archi,84.33,167.98
bi,66,135.98
cologne,44.09,103.98
xn--g2xx48c,323.5,591.98
holiday,72.58,159.98
cab,44.1,87.98
gent,35.87,71.98
shoes,72.58,159.98
saarland,38.03,87.98
associates,44.05,95.98
soccer,32.7,55.98
jewelry,72.58,159.98
dad,19.99,47.98
voyage,78.32,135.98
bm,225.57,343.98
how,38.34,71.98
mortgage,66.87,127.98
glass,72.58,159.98
boo,19.35,39.98
capetown,8.35,39.98
tube,38.35,87.98
contractors,44.05,95.98
lgbt,66.88,127.98
cheap,47.9,87.98
gives,41.21,87.98
xn--hxt814e,288.19,495.98
pg,260,447.98
bj,247,415.98
yokohama,13.62,31.98
bingo,67.83,135.98
discount,41.21,87.98
mw,168,311.98
actor,50.72,103.98
ht,103.5,207.98
nagoya,15.88,31.98
madrid,54.97,111.98
camera,76.38,159.98
fj,390,655.98
broker,38.38,87.98
xn--mk1bu44c,15.54,39.98
gratis,30.8,55.98
lb,247.08,471.98
med,190,190
catering,44.05,95.98
sl,286,487.98
mo,169,270.4
channel,19.35,19.35
xn--90ae,182,311.98
rodeo,13.65,31.98
xn--5tzm5g,19.35,47.98
exposed,28.89,55.98
radio,269.68,535.98
singles,44.1,87.98
sexy,2750,4623.98
gi,195.5,375.98
bs,391,399.98
observer,15.56,39.98
xn--vhquv,117.96,231.98
free,80.4,80.4
bf,134.4,263.98
xn--fiq228c5hs,320,400
supplies,32.7,55.98
country,2499,3998.4
xn--kpry57d,22.29,47.98
ls,325,551.98
dentist,76.38,159.98
fast,47.99,69.99
wf,15,39.98
phd,34.99,87.98
cu,1320,2087.98
plumbing,95.43,135.98
bt,253,479.98
xn--6frz82g,23.15,47.98
cleaning,72.58,143.98
sm,325,551.98
gp,333,559.98
corsica,24.99,55.98
furniture,72.58,159.98
esq,34.99,87.98
bank,801.19,1399.98
alsace,10.99,111.98
hosting,349.98,679.98
flights,76.42,135.98
cruises,66.88,135.98
pf,246.4,479.98
cooking,38.34,71.98
moda,53.61,87.98
futbol,16.5,39.98
joburg,8.35,39.98
limo,72.62,135.98
xn--h2brj9c,10.4,15.98
tl,87.5,143.98
new,452.13,815.98
rehab,47.9,87.98
sb,61.6,111.98
webcam,38.3,71.98
ong,28.7,63.98
giving,41.21,87.98
xn--80asehdb,42.15,71.98
hospital,72.59,143.98
tienda,78.32,135.98
diamonds,72.58,159.98
tennis,87.82,135.98
gm,169,287.98
desi,23.14,47.98
soy,34.54,63.98
spa,38.36,87.98
hockey,78.32,135.98
lease,72.62,127.98
fishing,38.34,71.98
sarl,44.1,87.98
xn--q9jyb4c,12.65,31.98
vodka,38.34,71.98
mr,432.9,759.98
vi,425,623.98
florist,41.21,87.98
ye,237.13,455.98
xn--tckwe,15.56,39.98
surgery,72.62,135.98
accountants,125.09,247.98
durban,8.35,39.98
bargains,40.26,87.98
bn,4247.98,4247.98
organic,104.95,215.98
maison,65.95,119.98
talk,53.99,69.99
td,270.25,519.98
spot,76.38,80.4
gripe,44.1,87.98
creditcard,160.12,311.98
bible,74.48,143.98
accountant,38.34,87.98
theater,84.02,135.98
condos,76.42,135.98
ck,293,468.8
gf,325,551.98
xn--czrs0t,66.88,127.98
career,135.93,255.98
deal,57.37,57.37
zuerich,107.58,207.98
realty,99.99,599.98
kn,320,551.98
xn--80aswg,42.15,71.98
nf,988,447.98
hiphop,29.96,71.98
navy,53.61,87.98
republican,41.21,87.98
museum,78.15,159.98
xn--t60b56a,15.54,39.98
forex,57.4,119.98
ne,678.5,1183.98
tires,117.96,231.98
hot,80.4,80.4
tickets,486.19,743.98
xn--9dbq2a,38.58,87.98
osaka,47.82,95.98
flowers,149.78,303.98
cricket,38.34,87.98
degree,65.01,119.98
voto,95.34,167.98
dm,377,639.98
diet,149.78,303.98
kyoto,89.32,167.98
cw,197.4,207.98
democrat,44.1,87.98
mq,333,559.98
security,2214.19,3743.98
compare,42.16,87.98
whoswho,5054.43,8207.98
mp,169,287.98
gn,169,287.98
moi,40.38,64.61
blackfriday,149.78,303.98
prof,34.99,87.98
reise,117.98,231.98
memorial,67.86,135.98
pn,205,351.98
latino,28.89,28.89
select,38.36,87.98
airforce,47.9,87.98
ki,1150,1751.98
xn--c1avg,16.02,31.98
basketball,76.42,159.98
xn--e1a4c,9.75,31.98
viajes,66.88,127.98
storage,550.18,1007.98
shiksha,25.38,55.98
ryukyu,14.86,31.98
lr,195.5,375.98
guitars,149.78,303.98
gw,52.9,84.64
ltda,53.52,103.98
abogado,38.28,87.98
auto,2214.19,3711.98
rugby,76.82,143.98
rich,1769.61,3143.98
xn--nqv7f,16.02,31.98
juegos,349.98,663.98
xn--rhqv96g,38.38,87.98
nr,912.5,1535.98
watches,420,815.98
car,2214.19,3711.98
cars,2214.19,3711.98
xn--unup4y,117.96,231.98
xn--fjq720a,117.96,231.98
hiv,228.86,455.98
dealer,2052.93,3503.98
voting,849.89,1431.98
theatre,594.19,999.98
insurance,725.36,1327.98
xn--xkc2dl3a5ee0h,10.4,15.98
xn--imr513n,358.3,647.98
aq,169,287.98
protection,2214.19,3527.98
xn--i1b6b1a6a2e,16.02,31.98
reit,1086.58,1791.98
xn--otu796d,358.3,647.98
xn--gecrj9c,10.4,15.98
vana,2200,3840
case,2081.68,3687.98
xn--45q11c,288.19,495.98
xn--fpcrj9c3d,10.4,15.98
xn--s9brj9c,10.4,15.98
xn--45brj9c,10.4,15.98
xn--nyqy26a,2016.19,3167.98
xn--mgbbh1a71e,10.4,15.98
kids,34.56,71.98
xn--2scrj9c,10.4,15.98
xn--3hcrj9c,10.4,15.98
xn--45br5cyl,10.4,15.98
xn--4dbrk0ce,115,231.98
xn--h2breg3eve,10.4,15.98
xn--h2brj9c8c,10.4,15.98
xn--mgbbh1a,10.4,15.98
xn--mgbgu82a,10.4,15.98
xn--qxa6a,10.19,31.98
xn--rvc1e0am3e,10.4,15.98
